CTID_FIVETRAN_ID,ID,CUSTOMER_ID,ORDER_ID,ISSUE_TYPE,PRIORITY,STATUS,DESCRIPTION,CREATED_AT,RESOLVED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
TBD_TK_000024,3024,25,90025,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2026-01-15 00:00:00.000,2026-01-19 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000025,3025,26,90026,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2026-01-10 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000026,3026,27,90027,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2026-01-05 00:00:00.000,2026-01-11 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000027,3027,28,90028,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2025-12-31 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000028,3028,29,90029,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2025-12-26 00:00:00.000,2025-12-27 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000029,3029,30,90030,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2025-12-21 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000030,3030,31,90031,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2025-12-16 00:00:00.000,2025-12-19 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000031,3031,32,90032,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2025-12-11 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000032,3032,33,90033,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2025-12-06 00:00:00.000,2025-12-11 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000033,3033,34,90034,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2025-12-01 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000034,3034,35,90035,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2025-11-26 00:00:00.000,2025-12-03 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000035,3035,36,90036,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2025-11-21 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000036,3036,37,90037,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2026-05-15 00:00:00.000,2026-05-17 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000037,3037,38,90038,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2026-05-10 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000038,3038,39,90039,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2026-05-05 00:00:00.000,2026-05-09 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000039,3039,40,90040,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2026-04-30 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000040,3040,41,90041,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2026-04-25 00:00:00.000,2026-05-01 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000041,3041,42,90042,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2026-04-20 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000042,3042,43,90043,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2026-04-15 00:00:00.000,2026-04-16 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000043,3043,44,90044,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2026-04-10 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000044,3044,45,90045,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2026-04-05 00:00:00.000,2026-04-08 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000045,3045,46,90046,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2026-03-31 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000046,3046,47,90047,billing_error,low,closed,Customer charged incorrect amount on TBD purchase. Requesting price adjustment.,2026-03-26 00:00:00.000,2026-03-31 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000047,3047,48,90048,return_request,medium,in_progress,Customer wants to return item purchased at TBD. Requesting return shipping label.,2026-03-21 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000048,3048,49,90049,shipping_delay,medium,resolved,Order has not arrived within expected delivery window. Customer requesting tracking update from TBD.,2026-03-16 00:00:00.000,2026-03-23 00:00:00.000,FALSE,2026-05-15 14:57:16.826 -0700
TBD_TK_000049,3049,50,90050,product_defect,high,open,Product received with manufacturing defect. Customer requesting replacement or refund from TBD.,2026-03-11 00:00:00.000,,FALSE,2026-05-15 14:57:16.826 -0700
